plant_species,plant_part,extraction_solvent,extraction_method,concentration_mg_per_ml,crop_species,crop_variety,germination_percent,root_length_mm,shoot_length_mm,total_phenolic_content_mg_gae_per_g,compound_lantadene_a,compound_lantadene_b,compound_lantadene_c,compound_lantadene_d,compound_icterogenin,compound_luteolin,compound_hispidulin,compound_quercetin,compound_kaempferol,compound_caffeic_acid,compound_chlorogenic_acid,compound_caryophyllene,compound_alpha_humulene,compound_alpha_pinene,compound_camphene,compound_linalool,agg_mw,agg_tpsa,agg_logp,agg_hbd,agg_hba,agg_rotatable_bonds,agg_aromatic_rings,agg_heavy_atom_count,agg_fraction_csp3
lantana camara,leaf,aqueous,aqueous extraction,9.8246,triticum aestivum,,63.42577945038009,50.18701762109016,63.73340905634059,25.65,0.8134596128170895,0.9188719872195596,0.9993332222037008,0.7210013908205841,0.7353923205342238,0.8626224723785699,0.7764961551320627,0.4501460158531498,0.987475647091567,0.5176725575191731,0.7031765482137807,0.8979752583051477,0.8811383928571428,0.3895324198333098,0.3834650112866817,0.707968293700459,296.648812190945,62.48341069722254,3.8775856539419733,1.8361021142519465,3.2142713592918555,1.7298177810510795,0.8897763165307246,21.544238272219303,0.4685255246953855
chromolaena odorata,leaf,aqueous,aqueous extraction,49.6202,zea mays,,23.503097214699213,17.15971225751287,22.087420027449053,22.14,0.0,0.0,0.0,0.0,0.0,0.7208672086720868,0.0,0.7268460575719651,0.0,0.3684561520506835,0.0,0.3730713987860816,0.0,0.2363328153694024,0.0,0.0,250.34810161497577,84.20260620970251,2.522141748572552,3.1427895969497737,4.336497548649124,1.0544709651002495,1.9424666758202551,18.29998609368332,0.1753043266369282
chromolaena odorata,leaf,aqueous,aqueous extraction,2.484,zea mays,,76.03761138009735,66.02157344260088,80.96041154525145,16.26,0.0,0.0,0.0,0.0,0.0,0.5548259328747135,0.0,0.8112223612849395,0.0,0.4779926642214071,0.0,0.3791873233563452,0.0,0.2651504449781042,0.0,0.0,245.09005902993204,82.53915799212457,2.469416776129446,3.098159234291336,4.196101665235314,1.0855344955967536,1.839003644248541,17.901085231576744,0.18147745050695846
lantana camara,leaf,aqueous,aqueous extraction,4.8537,triticum aestivum,,66.73604873476098,61.54870770809627,80.30728631894425,11.35,0.8530957943925234,0.7659929151906647,0.7767961326887816,0.9785813630041724,0.895450751252087,0.8660621221596831,0.9336342360414576,0.4594284522319566,0.9660450876704704,0.561353784594865,0.5930813460269583,0.9978686929527868,0.7559291294642857,0.3092950981777086,0.3604683972911964,0.531706299541093,302.6893033829224,63.56160838463759,3.9721189871148512,1.8430501617331085,3.2812210554696324,1.7282472763971248,0.9332306052692954,21.99415390216316,0.4606453253140138
capsicum annuum l.,seedling,aqueous,,0.0,chilli,Capsicum annuum L.,80.0,42.9,45.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642261159783062,0.0,0.5646048682894298,0.4991987934772363,0.2249918917666682,0.0,0.2236191552479163,0.0,0.0,251.97434266748482,94.66940884479287,1.5415525500499674,3.546490519579331,4.52130081124953,1.9301548720652737,1.2427558810541097,18.147071427528658,0.25634831560410887
lantana camara,leaf,aqueous,aqueous extraction,0.0,zea mays,,60.22180607794666,53.1205863803236,65.82781531597264,13.62,0.9445093457943926,0.8487879419323471,0.9203200533422238,0.8253129346314325,0.8345158597662772,0.8035230352303523,0.697592778335005,0.3708802670004172,0.815196214862232,0.5487662554184728,0.5904420774813838,0.8985312514478989,0.8955775669642857,0.3789377030654047,0.3452313769751693,0.5191906549853984,299.274011612053,60.16484829246197,4.022327496431087,1.7198580982569367,3.08314998401812,1.696774390370989,0.8187707614713142,21.739606286498947,0.4846434217583252
lantana camara,root,aqueous,aqueous extraction,0.0,triticum aestivum,,86.804518751755,72.32947264142355,92.61349692898408,14.72,0.7861315086782376,0.7741890671667709,0.9663277212868812,0.8556328233657858,0.9747495826377296,0.8400041692724619,0.7021063189568706,0.3611806424697539,0.7122182020595603,0.5910303434478159,0.603072862663776,0.7321966362414865,0.8866489955357143,0.3508263879078966,0.2979683972911964,0.6105548602419691,298.6131578281439,60.7465650644005,3.980037625971733,1.7443084553081243,3.1072902286578747,1.742318138368653,0.8185390115620084,21.68431392682158,0.48161306263408743
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,50.5487,triticum aestivum,,19.72459398548639,14.819191585535265,18.41434753304908,18.89,0.0,0.0,0.0,0.0,0.0,0.4423598082134667,0.0,0.6615561118064247,0.0,0.7612537512504167,0.8091243284004147,0.2416716860492054,0.0,0.0,0.0,0.0,276.43546760841286,112.67614798894198,1.3678905825444418,4.189256093054389,5.501370469289233,2.09350626177359,1.6742741053570214,19.916769376175903,0.15768272660314367
lantana camara,leaf,ethyl_acetate,solvent extraction,1.005,sorghum bicolor,,75.97487298839553,56.75567977845789,72.37789513932803,31.61,0.7153704939919894,0.7489754810029867,0.7331221870311718,0.7429763560500694,0.8868948247078464,0.7627683969147384,0.712136409227683,0.4173967459324155,0.7414416921792375,0.5872790930310103,0.5288905646149495,1.0,0.9607282366071428,0.4072609125582709,0.343961625282167,0.738840216937839,290.4309895845204,58.25910490319409,3.941697498846823,1.6998374234414428,2.9867936282120393,1.7032779504796154,0.8176790022834599,21.10266738003304,0.4780811938423055
parthenium hysterophorus,leaf,methanol,solvent extraction,2.5568,oryza sativa,,67.12640028260424,65.04996959587126,80.47265801641853,60.31,0.0,0.0,0.0,0.0,0.0,0.3764853033145716,0.0,0.6417396745932415,0.0,0.983411137045682,0.7010085776227731,0.2427836723347079,0.0,0.0,0.0,0.0,265.9051101728336,107.99751655191079,1.4056668907428944,4.030287955571097,5.197679141187353,2.047873683394533,1.6089661880251267,19.1691458312608,0.14258487458216615
dalbergia sissoo,seeds,aqueous,soaking leaves in distilled water at 28°C for 25 days,0.0,dalbergia sissoo,,2.5,60.41220619930203,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481956612432207,0.0,0.5222574191397132,0.415779055518899,0.2714636519482926,0.0,0.1779912417008052,0.0,0.0,252.14203900265437,92.23051868492993,1.7181569861645216,3.4615724638308967,4.422001079336729,1.8513761069541275,1.2751926432377632,18.18915097881839,0.2514152489700089
acmella oleracea,aerial,ethanol,solvent extraction,25.0902,lactuca sativa,,38.20673242037599,33.47146507676717,42.534920926684215,49.95,0.0,0.0,0.0,0.0,0.0,0.7148217636022514,0.0,0.440863579474343,0.0,0.6286262087362454,0.0,0.0,0.0,0.0,0.0,0.0,252.8192243144443,104.37188292088837,1.8267726177607173,3.8947702663970665,5.190155415814982,1.352307425291042,2.2953851494179163,18.428618289359775,0.0
eucalyptus globulus,leaf,aqueous,aqueous extraction,25.1548,hordeum vulgare,,35.82365834580591,26.17508217860693,34.5640164022253,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4946648882960986,0.9174285983598832,0.4151415465875921,0.0,0.7774403164288741,1.0,0.7993324989570296,231.5116840236196,53.59746724514111,2.5731497030806345,1.8818991788545087,2.525598575893951,2.256622313288306,0.3206382765860474,16.66210740853359,0.5445282566576186
lantana camara,leaf,none,dry powder preparation,0.0,zea mays,,53.33,70.29363974717319,80.77596050966744,,0.9470961281708944,0.7059804125859553,0.6867811301883647,0.9463143254520168,0.7197412353923205,0.6805294976026683,0.9047141424272818,0.3841259908218606,0.96966323406624,0.4091363787929309,0.7748138373079462,0.8110086642264747,0.681640625,0.358030795310072,0.4174661399548532,0.7492699207342512,302.11076355005883,64.25486000129872,3.8851140929173233,1.8749647044799091,3.3158337322563103,1.8336774363106192,0.8972517905369136,21.930018991223506,0.47214490044469726
parthenium hysterophorus,leaf,methanol,solvent extraction,10.3458,oryza sativa,,63.126763340178485,51.55845357644832,67.9334494947068,55.14,0.0,0.0,0.0,0.0,0.0,0.4524702939337086,0.0,0.7295577805590322,0.0,0.8064354784928309,0.8196814025827127,0.2282815178612797,0.0,0.0,0.0,0.0,276.08717134749384,113.24781637600509,1.3579999882423381,4.213856334565899,5.532320321487062,2.0754351257360417,1.7033842741832972,19.89464588131225,0.149877528842426
oryza sativa,,aqueous,,100.0,oryza sativa,,76.67,6.554453352237706,7.659043323908599,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4720483938256153,0.0,0.5134211403801267,0.4809124328400415,0.2511699022378724,0.0,0.1717756745303009,0.0,0.0,256.39923307475794,95.88714714526361,1.596483329810746,3.5917435330508924,4.6005266101682984,1.9444538985378066,1.275839524273815,18.471238527796118,0.25218875770670757
lantana camara,leaf,aqueous,aqueous extraction,9.8818,oryza sativa,,67.22615132514315,51.90645262843888,75.65396512120648,16.84,0.946553738317757,0.6918802528304508,0.9134855809301552,0.9974965229485396,0.950542570951586,0.7393162393162394,0.900033433634236,0.4483729662077598,0.8480378513776788,0.5871957319106368,0.6295598077104345,0.7123198813881296,0.7087751116071428,0.2971464896171775,0.3316873589164785,0.6602002503128912,302.586605168203,63.324374647670425,3.955127576914594,1.826257394393891,3.255601751517781,1.8037160648739876,0.8821954191375738,21.970558219494677,0.4705948613084356
adonis vernalis,root tips,aqueous,water extraction,1.83,triticum aestivum,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4367959949937421,0.0,0.4404801600533511,0.5279479687058158,0.2653940601399249,0.0,0.2499646842774403,0.0,0.0,255.19569734223603,92.99712600402864,1.6181009632820855,3.4745224368897354,4.479159080992119,1.923865047064477,1.186523191218198,18.377668026739748,0.29372491164007003
lantana camara,leaf,ethyl_acetate,solvent extraction,4.9422,sorghum bicolor,,69.01988192705569,55.36026661566046,69.16808519107279,39.33,0.9360814419225634,0.8449677016045009,0.758959826637773,0.6776077885952712,0.9401085141903172,0.8667917448405255,0.8075894349715814,0.4319983312473926,0.6885610910102978,0.5646048682894298,0.5850692807993213,0.8915350044016125,0.8848353794642857,0.3093657296228281,0.4183126410835214,0.5273258239466,296.89781978188734,60.774708401161135,3.959699085895118,1.7590745604041391,3.123291143749862,1.6961740694580705,0.8563625254996006,21.569037175274758,0.4738986493380728
lantana camara,leaf,aqueous,aqueous extraction,0.9521,phaseolus vulgaris,,73.98411226037322,62.654346634537205,81.99674939998414,16.24,0.8553070761014686,0.8526776411752448,0.9949991665277548,0.7502086230876217,0.6932387312186978,0.7184698770064624,0.8453694416583083,0.3481435127242386,0.961313665460618,0.585028342780927,0.7447450278065793,0.9508409396284112,0.9578683035714284,0.330908320384235,0.3390237020316027,0.6656236962870254,296.0411657492261,61.69208494728039,3.886663591962784,1.8052209636086385,3.1656658671780216,1.7458779675552614,0.8581907555535352,21.498203388381867,0.4710018656206186
lantana camara,leaf,ethyl_acetate,solvent extraction,49.5884,sorghum bicolor,,24.76730566886706,16.168409481899882,18.747768921368596,47.89,0.97951435246996,0.8252413697298048,0.8796466077679614,0.8394993045897078,0.9520033388981636,0.9980195955805712,0.920929455031762,0.4759073842302879,0.9460061230169776,0.5462654218072691,0.7394664907154302,0.8907473474493816,0.8166155133928572,0.3862127419126995,0.3891083521444695,0.7177722152690864,297.8356328801224,63.458969763053226,3.8619574327779795,1.867573395080953,3.2717954997882828,1.7537894234692741,0.9191547089081146,21.631077490382687,0.4628024542006821
chromolaena odorata,leaf,aqueous,aqueous extraction,9.5767,zea mays,,58.03439633245912,55.39738073335906,69.2529744113304,14.41,0.0,0.0,0.0,0.0,0.0,0.5662914321450907,0.0,0.8334376303712975,0.0,0.3905468489496498,0.0,0.3240513367001807,0.0,0.2994066958609973,0.0,0.0,246.75559062115485,84.01143690917738,2.4479882870284593,3.150303473214967,4.310107407679259,1.0377589888538372,1.9015078475637757,18.025346196035585,0.18334752773477825
lantana camara,stem,aqueous,aqueous extraction,0.0,zea mays,,73.10288800946878,66.78274326054694,88.41523633235906,23.6,0.8214285714285714,0.8810168785163575,0.9729954992498748,0.7504867872044506,0.9636894824707848,0.7937252449447572,0.9777666332330324,0.461410095953275,0.8174227664903979,0.5501000333444481,0.7852766518993307,0.9027475327804292,0.87646484375,0.2832320949286622,0.3718961625282167,0.5467250730079266,300.41915694620013,63.548836611831966,3.8942305349292385,1.8534725797728293,3.271722411717137,1.7513227056097942,0.8919707448629474,21.81384933773174,0.4676965336778859
lantana camara,leaf,aqueous,aqueous extraction,0.0,zea mays,,65.77452041237726,52.044939365314384,71.29214640561104,6.59,0.8238901869158879,0.987636313120789,0.8169694949158193,0.7279554937413073,0.7401919866444074,0.9130706691682302,0.692744901370779,0.4197955778055904,0.8288338435847482,0.5845281760586861,0.6581204637571874,0.8739285548811565,0.9803292410714286,0.3520271224749258,0.367099322799097,0.6328744263662912,297.94296853445906,61.958660675381395,3.926589460586061,1.804358535766334,3.1739030981675977,1.7099607320632435,0.8601743201858625,21.637608973211563,0.4718935509108003
lantana camara,leaf,methanol,solvent extraction,48.7035,lactuca sativa,,17.77688415079731,12.499204819059448,17.087985567715613,63.99,0.994409212283044,0.699520733486143,0.9431571928654776,0.8659248956884561,0.7495826377295493,0.770377319157807,0.8522233366766967,0.4277221526908636,0.8257723350960201,0.5311770590196732,0.5832783485719671,0.8502988463142289,0.7233537946428571,0.3687667749682158,0.39813769751693,0.698581560283688,297.5649972242102,61.16500709184605,3.9502080964177484,1.7708959817944185,3.1493929324986327,1.7644806657227594,0.8635433151131459,21.613680620027694,0.4754301526607182
lantana camara,leaf,methanol,solvent extraction,0.0,lactuca sativa,,60.28466337093443,47.5076119467215,53.98943312380046,74.25,0.6756508678237649,0.9806904216156144,0.7029504917486248,0.7098748261474269,0.7166110183639399,0.7210756722951845,0.6999331327315279,0.4254276178556529,0.7779014750904536,0.509836612204068,0.5863889150721086,0.7395172126210444,0.7615792410714285,0.3392428309083204,0.2823081264108352,0.6330830204422195,302.02110826994914,63.333721434785716,3.942020836865388,1.8303417547469885,3.2501918338897706,1.7554826758192918,0.8740183925414495,21.9271713255188,0.47342818589307745
acmella oleracea,aerial,ethanol,solvent extraction,0.0,lactuca sativa,,59.22823661214815,54.2361149777885,64.35532732221326,49.55,0.0,0.0,0.0,0.0,0.0,0.6653116531165312,0.0,0.5254484772632458,0.0,0.7565021673891297,0.0,0.0,0.0,0.0,0.0,0.0,249.34458684815132,103.62476834862738,1.7807425764756761,3.8813443415452475,5.104353826958796,1.388495257293226,2.2230094854135483,18.161877540492668,0.0
ageratina adenophora,leaf,aqueous,aqueous extraction,0.9796,oryza sativa,,51.842068220822064,45.31045965860157,56.45724106857659,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185440133500209,0.0,0.6023674558186062,0.0,0.3233100125098457,0.2311662946428571,0.0,0.0,0.0,222.3364626925289,64.63172844712074,2.7147318730598466,2.475468257924633,3.0068218962362847,1.2356252643032035,1.1793918448493124,16.211994053937275,0.21180483941731887
lantana camara,leaf,aqueous,aqueous extraction,48.6773,zea mays,,20.687662341637523,16.368717388517062,19.151732608545917,13.11,0.9511849132176234,0.8714315482392164,0.8716452742123688,0.8069541029207231,0.8587228714524208,0.9216176777152388,0.9929789368104314,0.4848769294952024,0.9922070693014194,0.5102534178059354,0.5484965595249317,0.9772969466709912,0.6756417410714286,0.4131939539482978,0.2838600451467268,0.738840216937839,297.8926420375973,62.687086967743134,3.9151955189661845,1.8303993916894985,3.2484695320283135,1.7343928325829319,0.9440794117337512,21.64693678973802,0.4612667701077264
eucalyptus globulus,leaf,aqueous,aqueous extraction,0.0,hordeum vulgare,,59.56280506041501,47.458964521852565,56.16895066508931,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662387462487495,1.0,0.4303386924894593,0.0,0.7532137307529312,0.7426636568848759,0.7726324572382145,231.72043286173795,57.40799730392299,2.379165708104778,2.051020769248811,2.709509648383403,2.326750465360043,0.35203073703090065,16.656183034532205,0.5338672714568999
lantana camara,leaf,aqueous,aqueous extraction,2.4826,zea mays,,64.06144376523967,60.6397413377096,71.98650223869345,8.62,0.9980807743658212,0.842467180662638,0.8798133022170361,0.9546592489568844,0.9793405676126876,0.7418178027934126,0.7646272149782681,0.3755736337088027,0.7556359588087949,0.5166722240746916,0.7900838910359129,0.969374044386786,0.8371233258928571,0.3893205254979516,0.4231094808126411,0.7133917396745932,300.8142277659883,60.45776155950145,4.002703028682366,1.7268140236359033,3.092307568769975,1.7965712698893377,0.7727474387121198,21.83409277868531,0.49681665317679363
parthenium hysterophorus,whole plant,aqueous,aqueous extract,50.0,avena sativa,,23.3,14.934727351465884,17.546458024717907,,0.0,0.0,0.0,0.0,0.0,0.3988951427975818,0.0,0.6176470588235294,0.0,0.7871790596865621,0.6564237911207466,0.2076634388175879,0.0,0.0,0.0,0.0,271.044919818233,110.51025555317409,1.4064883150429797,4.117198002455596,5.371385473731312,2.0332265011126767,1.6842398809414036,19.54384449925716,0.14263744317866422
parthenium hysterophorus,leaf,methanol,solvent extraction,1.0002,oryza sativa,,67.65325330588246,57.92188019014765,84.08677581842117,76.42,0.0,0.0,0.0,0.0,0.0,0.4462163852407755,0.0,0.507717980809345,0.0,0.6940646882294098,0.7450278065793194,0.2171616550062549,0.0,0.0,0.0,0.0,275.9274670967191,112.25076670160585,1.3498318025057718,4.166678492020473,5.468471188067445,2.1221979141213674,1.647733704603182,19.87619805967866,0.1608702934363047
lantana camara,root,aqueous,aqueous extraction,24.2195,triticum aestivum,,52.65533691127298,43.06345194895376,53.33230981053564,18.95,0.7899699599465955,0.7839133152740154,0.8416402733788966,0.9624478442280944,0.7654424040066778,0.8360433604336045,0.7432296890672015,0.491343345848978,0.7598107431116059,0.4053851283761254,0.5918559713450844,0.9345318074410416,0.8720005580357142,0.4021754485096765,0.4019469525959368,0.6024196912807677,301.50330383436307,61.07827927682277,4.033748831759748,1.7511731065316796,3.148317270873642,1.7181654275168414,0.8483896412881831,21.902178356240817,0.48379700412460097
rhus typhina,roots,aqueous,root extracts,10.0,tagetes erecta,,60.61114105383771,45.82832380788523,58.957296263959215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4584897788902795,0.0,0.4398966322107369,0.4952398906588745,0.2682203586155771,0.0,0.1926119508405142,0.0,0.0,258.0964804533956,94.91953629871692,1.6374424142538508,3.550134845403724,4.578715007593255,1.934506892127672,1.2459732698080377,18.59285619333313,0.2745160235492564
lantana camara,leaf,aqueous,aqueous extraction,25.4233,oryza sativa,,44.76557709258884,38.22692419908871,48.36840642796047,16.16,0.7772863818424566,0.91053691741335,0.7281213535589266,0.7229485396383867,0.682804674457429,1.0,0.8333333333333334,0.3439716312056738,0.8669635402170889,0.4239746582194065,0.5924215288905647,0.8605847194551268,0.8794642857142857,0.3324622121768611,0.3908013544018058,0.6706299541093034,298.68647059697895,62.639561997184074,3.9239204443219404,1.8252751356928978,3.2401037389586826,1.7180549547317852,0.9212890913428669,21.700393014122113,0.4648174883630418
eucalyptus globulus,leaf,aqueous,aqueous extraction,50.2894,hordeum vulgare,,18.163336494565133,13.809686288668372,14.489389314244653,16.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4033844614871624,0.7379583372608163,0.3924848260204791,0.0,0.9865800254273204,0.738431151241535,0.798706716729245,217.75600028821123,47.1836496143749,2.578138804547139,1.6773257798107655,2.2230615739870787,2.113748943039102,0.2812889698064819,15.689366474303233,0.5656198850559808
lantana camara,root,aqueous,aqueous extraction,5.0936,triticum aestivum,,71.3606517142399,67.99726935850975,77.8421962109209,7.52,0.8773364485981308,0.8071820518163506,0.6967827971328555,0.8122392211404729,0.7854757929883138,0.88878465707734,0.6798729521899031,0.3797455152273676,0.6994155301976064,0.4383127709236412,0.6963898576680178,0.9406940647732012,0.8315429687499999,0.3578895324198333,0.2969808126410835,0.5817688777638715,300.18921169625276,61.842514789440514,3.9579725843971145,1.7932368229880709,3.175089911700514,1.739613221913739,0.8428792726071369,21.798614922908474,0.481046639684537
tomato,whole plant,aqueous,in vitro,0.0,tomato,,75.21942764958223,213.0,366.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3506466416353776,0.0,0.5758586195398466,0.4476387972476199,0.2604827873789557,0.0,0.2103404435654753,0.0,0.0,246.10086746109354,89.20927861199752,1.637351557238093,3.342412565155546,4.2077779767632135,1.925997212830333,1.1249182322388833,17.730736835956055,0.27101312883632245
chromolaena odorata,leaf,aqueous,aqueous extraction,25.4738,oryza sativa,,44.55161649301836,35.390395188709014,44.42278327732451,16.44,0.0,0.0,0.0,0.0,0.0,0.5038565770273087,0.0,0.7468710888610763,0.0,0.3492830943647882,0.0,0.3035259231802808,0.0,0.277228422093516,0.0,0.0,246.10350574115685,83.11891115473465,2.4663842532198186,3.1170853836027295,4.264139381044745,1.0330410056950452,1.8807463865022027,17.978932574075408,0.18893425605179204
chromolaena odorata,leaf,aqueous,aqueous extraction,2.4279,oryza sativa,,78.86631745265697,70.43435577960501,84.63464336557908,19.16,0.0,0.0,0.0,0.0,0.0,0.5509693558474046,0.0,0.6929495202336254,0.0,0.3426142047349116,0.0,0.3234953435574295,0.0,0.2417714366435937,0.0,0.0,247.67566697689966,83.13819388799905,2.50206305048268,3.1120308910130956,4.2681968510695665,1.046864380799643,1.8934710921732323,18.098613656082357,0.18466632252430257
lantana camara,leaf,aqueous,aqueous extraction,50.157,zea mays,,23.003487249416764,16.15270574285048,19.510523206325672,12.57,0.8358644859813084,0.84413419462388,0.7716286047674612,0.9260083449235048,0.923205342237062,0.6969981238273922,0.6770310932798395,0.3674384647476012,0.9206790982465906,0.5983661220406802,0.7729286454896785,0.7315479775749433,0.79638671875,0.3369119932193812,0.3284424379232505,0.58552357113058,303.91947690370154,63.96635215365447,3.929702950403152,1.8497907983689519,3.2640457943557943,1.7936312771559058,0.8420457958494942,22.05556721943949,0.47740973085374394
moringa oleifera,leaf,methanol,crude extract,5.0,solanum lycopersicum,,100.0,63.66098805400196,77.62372535575237,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697329995828118,0.0,0.5475158386128709,0.4636629277028937,0.254366862808692,0.0,0.1806046051702217,0.0,0.0,250.7566886120018,92.25891987396882,1.5996059233915008,3.45462195087003,4.372517894549337,1.9680688624442293,1.1676839818254816,18.05902636680971,0.2637472280227487
chromolaena odorata,leaf,aqueous,aqueous extraction,25.6071,zea mays,,38.74262093599913,36.32107875476854,47.99576105556217,9.36,0.0,0.0,0.0,0.0,0.0,0.5185532624557014,0.0,0.698581560283688,0.0,0.3643714571523841,0.0,0.3383681601260251,0.0,0.2475632151433818,0.0,0.0,246.10910368107017,81.99821660407586,2.510254268768007,3.072861268622332,4.1959706875632685,1.05389231922351,1.8527757491930816,17.982325510685254,0.1898524139620977
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,10.1371,triticum aestivum,,51.895731383101925,43.212381444491605,56.65139969034398,20.64,0.0,0.0,0.0,0.0,0.0,0.3882634980195956,0.0,0.568418856904464,0.0,0.9079693231077024,0.7676501083985295,0.2720196450910439,0.0,0.0,0.0,0.0,268.9687217033804,108.4209447631477,1.3919178238357817,4.037072745826637,5.224498107639536,2.1055662136616036,1.5651389157354079,19.377309817164914,0.15972113043147507
lantana camara,detached leaves,acetone,vacuum evaporation,0.1,lantana camara,,80.68562527188891,73.33467182190593,88.95833192786579,,0.878880173564753,0.9757588386469404,0.9778296382730456,0.7983310152990264,0.777754590984975,0.7015843235355431,0.9582079572049482,0.4321026282853567,0.7876426384636794,0.4819106368789596,0.64171929493826,0.799796135847658,0.8654436383928571,0.3006074304280265,0.3093961625282167,0.5809345014601586,303.6568776030064,62.59862677389942,3.9994001765314118,1.7851638623882007,3.22880929231531,1.752316207217271,0.866376424776252,22.050205396892366,0.4785758227747495
lantana camara,leaves and flowers,ethyl_acetate,solvent extraction,9.4,unknown,,70.36505153275296,62.35674304214616,82.682416295449,,0.7326852469959947,0.6861151628811558,0.9833305550925154,0.8019471488178025,0.9463689482470784,0.8692933083176986,0.9826145101972584,0.3912181894034209,0.8538825494016142,0.459403134378126,0.5726270147987558,0.958393179817449,0.9676339285714284,0.3269529594575505,0.3199774266365688,0.6011681268251983,295.1545224723834,60.57430081279542,3.9468716280516913,1.7628519285484519,3.1395735781490144,1.693848151710435,0.9012926551964506,21.45324163479629,0.4665725645538474
lantana camara,leaf,aqueous,aqueous extraction,0.0,triticum aestivum,,70.30751653900641,60.88939136799924,76.72207493198836,20.01,0.9105056742323098,0.7628672640133362,0.9079846641106852,0.6898470097357441,0.9557595993322204,0.956639566395664,0.7922099632230023,0.4284522319566124,0.6910659615919844,0.4342280760253417,0.5461400697520973,0.7928462215632673,0.9464285714285714,0.3020906907755333,0.3795146726862302,0.607843137254902,295.611485241476,60.10059359658838,3.9703301186767046,1.7404485467739594,3.1032507807015355,1.6920610969977044,0.8632119825020217,21.479418103161365,0.4758014974794117
chromolaena odorata,leaf,aqueous,aqueous extraction,98.648,oryza sativa,,9.469932997088868,7.054281764994749,7.950435511184001,16.95,0.0,0.0,0.0,0.0,0.0,0.5662914321450907,0.0,0.8718189403420944,0.0,0.3622040680226742,0.0,0.2650233980447574,0.0,0.3311202147195931,0.0,0.0,247.18664546290165,85.80124776485587,2.387767881265024,3.2176121855434605,4.417808759418257,1.0129707479171657,1.9514362786758641,18.054256900925736,0.17902406943545335
eucalyptus globulus,leaf,aqueous,aqueous extraction,9.9175,triticum aestivum,,49.26540471002319,46.77531790685725,58.52508052983221,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4614871623874624,0.7695353002167971,0.3707084279293888,0.0,0.7871168244102275,0.9575338600451468,0.924697538589904,224.55881098683514,49.2497044809156,2.6461403915384234,1.7337861369817975,2.3183232982208284,2.2632462704660687,0.2882228190741078,16.169984548749937,0.554160866382643
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,50.7673,triticum aestivum,,18.680248123231102,13.720862265988211,18.57486353316519,15.29,0.0,0.0,0.0,0.0,0.0,0.3402126328955597,0.0,0.6721944096787652,0.0,0.7636712237412471,0.7359788858516354,0.2590001389982857,0.0,0.0,0.0,0.0,273.7456263664337,110.6952513501617,1.414039218565983,4.124313706088249,5.386204561972068,2.072373310638522,1.6372347305052188,19.726384905830145,0.1600762311348606
lantana camara,leaf,aqueous,aqueous extraction,0.0,phaseolus vulgaris,,68.0223490236539,67.69090456069567,79.79103759776726,20.74,0.7675233644859814,0.7441828158644163,0.8734789131521922,0.9301808066759388,0.6869782971619366,0.8358348968105066,0.7024406552992309,0.4436795994993742,0.7127748399666017,0.5024174724908302,0.5421811669337355,0.9698373720057452,0.9635881696428572,0.3973018787964402,0.3177200902934537,0.6297455152273677,297.35194651671264,59.617825705208475,4.020666656610713,1.7157611580637613,3.062878691189743,1.7012873932059625,0.8283938057725213,21.604697296612585,0.4816414888602328
lantana camara,young leaves,air,fumigation,0.0,lantana camara,var. camara,13.0,77.62090382489784,101.07153669154256,,0.917222963951936,0.938528860179204,0.816136022670445,0.9415855354659248,0.7481218697829717,0.7095059412132584,0.852557673019057,0.4513975803087193,0.6913442805455051,0.4964154718239413,0.7342822132151946,0.7864986331835242,0.8297991071428572,0.3033620567876818,0.3256207674943566,0.5690446391322488,307.3588297289256,63.72190749554676,4.007532192935116,1.8148629776151444,3.2708580345656153,1.7936780971101502,0.8410366154083193,22.30757494075762,0.4837509998095897
lantana camara,stem,aqueous,aqueous extraction,24.5772,zea mays,,50.85865946696997,39.9845880188283,50.83093481739069,10.83,0.973297730307076,0.770855039244287,0.9941656942823806,0.9894297635605006,0.7153589315525877,0.7850740045861998,0.7101303911735206,0.3648310387984981,0.7787364319510158,0.4142214071357119,0.5428409840701292,0.9046008432562668,0.95703125,0.3085181522813957,0.366676072234763,0.500834376303713,303.4454871169886,59.48355612212475,4.136329938338029,1.6697689822095056,3.060421889583557,1.7017081518375463,0.801092058920432,22.046208476524995,0.4937656868380263
